train_no,train_name,origin_station,destination_station,off_day,station_order,station_name,arrival_time,departure_time,journey_day,page_number
363,Local Train,Mohanganj,Mymensingh,,1.0,Mohanganj,,18:45,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,2.0,Atithpur,18:57,18:57,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,3.0,Barhatta,19:09,19:09,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,4.0,Thakurakona,19:22,19:22,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,5.0,Bangla,19:32,19:32,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,6.0,Netrokona Court,19:43,19:43,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,7.0,Netrokona,19:52,19:52,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,8.0,Challishnagar,20:02,20:02,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,9.0,Hiranpur,20:14,20:14,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,10.0,Shyamganj Jn,20:27,20:27,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,11.0,Gauripur Jn,20:42,20:42,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,12.0,Bishka,20:55,20:55,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,13.0,Shambhuganj,21:09,21:09,1.0,38.0
363,Local Train,Mohanganj,Mymensingh,,14.0,Mymensingh,21:30,,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,1.0,Mymensingh,,14:10,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,2.0,Shambhuganj,14:24,14:24,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,3.0,Bishka,14:40,14:40,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,4.0,Gauripur Jn,14:52,14:52,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,5.0,Shyamganj Jn,15:06,15:06,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,6.0,Hiranpur,15:19,15:19,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,7.0,Challishnagar,15:30,15:30,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,8.0,Netrokona,16:05,16:05,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,9.0,Netrokona Court,16:13,16:13,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,10.0,Bangla,16:24,16:24,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,11.0,Thakurakona,16:34,16:34,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,12.0,Barhatta,16:46,16:46,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,13.0,Atithpur,16:58,16:58,1.0,38.0
364,Local Train,Mymensingh,Mohanganj,,14.0,Mohanganj,17:30,,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,1.0,Jaria Janjail,,08:00,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,2.0,Purbadhala,08:16,08:16,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,3.0,Jhalshuka,08:27,08:27,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,4.0,Shyamganj Jn,08:42,08:42,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,5.0,Gauripur Jn,09:02,09:02,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,6.0,Bishka,09:14,09:14,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,7.0,Shambhuganj,09:27,09:27,1.0,38.0
371,Local Train,Jaria Janjail,Mymensingh,,8.0,Mymensingh,09:45,,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,1.0,Mymensingh,,06:00,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,2.0,Shambhuganj,06:14,06:14,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,3.0,Bishka,06:26,06:26,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,4.0,Gauripur Jn,06:38,06:38,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,5.0,Shyamganj Jn,06:52,06:52,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,6.0,Jhalshuka,07:07,07:07,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,7.0,Purbadhala,07:18,07:18,1.0,38.0
372,Local Train,Mymensingh,Jaria Janjail,,8.0,Jaria Janjail,07:40,,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,1.0,Jaria Janjail,,13:30,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,2.0,Purbadhala,13:46,13:46,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,3.0,Jhalshuka,13:57,13:57,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,4.0,Shyamganj Jn,14:12,14:12,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,5.0,Gauripur Jn,14:26,14:26,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,6.0,Bishka,14:40,14:40,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,7.0,Shambhuganj,14:52,14:52,1.0,38.0
373,Local Train,Jaria Janjail,Mymensingh,,8.0,Mymensingh,15:10,,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,1.0,Mymensingh,,11:05,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,2.0,Shambhuganj,11:19,11:19,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,3.0,Bishka,11:37,11:37,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,4.0,Gauripur Jn,11:50,11:50,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,5.0,Shyamganj Jn,12:21,12:21,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,6.0,Jhalshuka,12:36,12:36,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,7.0,Purbadhala,12:47,12:47,1.0,38.0
374,Local Train,Mymensingh,Jaria Janjail,,8.0,Jaria Janjail,13:10,,1.0,38.0
375,Local Train,Jaria Janjail,Mymensingh,,1.0,Jaria Janjail,,18:55,1.0,38.0
222,Local Train,Nazirhat,Chattogram,,2.0,Katirhat,06:09,06:09,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,3.0,Sarkar Hat,06:20,06:20,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,4.0,Charia Madrasa,06:26,06:26,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,5.0,Hathazari,06:34,06:34,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,6.0,Fateyabad,06:46,06:46,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,7.0,Chowdhury Hat,06:53,06:53,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,8.0,Chattogram Cantonment,06:58,06:58,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,9.0,Sholoshahar Jn,07:10,07:10,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,10.0,Chattogram Polytechnic,07:14,07:14,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,11.0,Jhautala,07:18,07:18,1.0,37.0
222,Local Train,Nazirhat,Chattogram,,12.0,Chattogram,07:35,,1.0,36.0
223,Local Train,Chattogram,Nazirhat,,1.0,Chattogram,,17:45,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,2.0,Jhautala,17:55,17:55,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,3.0,Chattogram Polytechnic,17:59,17:59,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,4.0,Sholoshahar Jn,18:04,18:04,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,5.0,Chattogram Cantonment,18:16,18:16,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,6.0,Chowdhury Hat,18:24,18:24,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,7.0,Fateyabad,18:34,18:34,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,8.0,Hathazari,18:47,18:47,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,9.0,Charia Madrasa,18:57,18:57,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,10.0,Sarkar Hat,19:04,19:04,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,11.0,Katirhat,19:15,19:15,1.0,37.0
223,Local Train,Chattogram,Nazirhat,,12.0,Nazirhat,19:25,,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,1.0,Nazirhat,,10:40,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,2.0,Katirhat,10:50,10:50,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,3.0,Sarkar Hat,11:00,11:00,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,4.0,Charia Madrasa,11:06,11:06,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,5.0,Hathazari,11:15,11:15,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,6.0,Jobra,11:24,11:24,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,7.0,Fateyabad,11:30,11:30,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,8.0,Chowdhury Hat,11:39,11:39,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,9.0,Chattogram Cantonment,11:44,11:44,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,10.0,Sholoshahar Jn,11:56,11:56,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,11.0,Jhautala,12:01,12:01,1.0,37.0
224,Local Train,Nazirhat,Chattogram,,12.0,Chattogram,12:10,,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,1.0,Mymensingh,,21:45,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,2.0,Mymensingh Road,21:57,21:57,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,3.0,Begunbari,22:09,22:09,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,4.0,Bidyaganj,22:19,22:19,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,5.0,Nimtoli,22:28,22:28,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,6.0,Mashiurnagar,22:34,22:34,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,7.0,Piyarpur,22:48,22:48,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,8.0,Narundi,23:02,23:02,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,9.0,Nandina,23:17,23:17,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,10.0,Jamalpur,23:35,23:35,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,11.0,Kendua,23:57,23:57,1.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,12.0,Jaforshahi,00:12,00:12,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,13.0,Bousi,00:28,00:28,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,14.0,Sarishabari,00:40,00:40,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,15.0,Boyra,00:57,00:57,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,16.0,Tarakandi,01:05,01:05,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,17.0,Jagannathganj Bazar,01:20,01:20,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,18.0,Shaheednagar,01:30,01:30,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,19.0,Hemnagar,01:45,01:45,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,20.0,Bhuapur,02:04,02:04,2.0,37.0
353,Local Train,Mymensingh,Ibrahimabad,,21.0,Ibrahimabad,02:30,,2.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,1.0,Ibrahimabad,,09:20,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,2.0,Bhuapur,09:39,09:39,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,3.0,Hemnagar,09:59,09:59,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,4.0,Shaheednagar,10:13,10:13,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,5.0,Jagannathganj Bazar,10:22,10:22,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,6.0,Tarakandi,10:34,10:34,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,7.0,Boyra,10:43,10:43,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,8.0,Sarishabari,11:00,11:00,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,9.0,Bousi,11:14,11:14,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,10.0,Jaforshahi,11:27,11:27,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,11.0,Kendua,11:43,11:43,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,12.0,Jamalpur,12:07,12:07,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,13.0,Nandina,12:24,12:24,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,14.0,Narundi,12:38,12:38,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,15.0,Piyarpur,12:52,12:52,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,16.0,Mashiurnagar,13:00,13:00,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,17.0,Nimtoli,13:08,13:08,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,18.0,Bidyaganj,13:34,13:34,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,19.0,Begunbari,13:46,13:46,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,20.0,Mymensingh Road,14:00,14:00,1.0,37.0
354,Local Train,Ibrahimabad,Mymensingh,,21.0,Mymensingh,14:30,,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,1.0,Mymensingh,,15:45,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,2.0,Mymensingh Road,15:57,15:57,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,3.0,Begunbari,16:12,16:12,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,4.0,Bidyaganj,17:08,17:08,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,5.0,Nimtoli,17:18,17:18,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,6.0,Mashiurnagar,17:26,17:26,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,7.0,Piyarpur,17:38,17:38,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,8.0,Narundi,17:54,17:54,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,9.0,Nandina,18:10,18:10,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,10.0,Jamalpur,18:28,18:28,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,11.0,Jamalpur Court,18:40,18:40,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,12.0,Melandaha,18:54,18:54,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,13.0,Durmut,19:07,19:07,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,14.0,Islampur,19:20,19:20,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,15.0,Mosharafganj,19:28,19:28,1.0,37.0
355,Local Train,Mymensingh,Dewanganj Bazar,,16.0,Dewanganj Bazar,20:00,,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,1.0,Dewanganj Bazar,,07:30,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,2.0,Mosharafganj,07:42,07:42,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,3.0,Islampur,07:54,07:54,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,4.0,Durmut,08:05,08:05,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,5.0,Melandaha,08:18,08:18,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,6.0,Jamalpur Court,08:32,08:32,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,7.0,Jamalpur,08:44,08:44,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,8.0,Nandina,09:00,09:00,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,9.0,Narundi,09:15,09:15,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,10.0,Piyarpur,09:54,09:54,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,11.0,Mashiurnagar,10:04,10:04,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,12.0,Nimtoli,10:10,10:10,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,13.0,Bidyaganj,10:20,10:20,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,14.0,Begunbari,10:51,10:51,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,15.0,Mymensingh Road,11:05,11:05,1.0,37.0
356,Local Train,Dewanganj Bazar,Mymensingh,,16.0,Mymensingh,11:30,,1.0,37.0
361,Local Train,Mohanganj,Mymensingh,,1.0,Mohanganj,,09:20,1.0,37.0
NG-5,Narayanganj Commuter-5,Narayanganj,Dhaka,,3.0,Fatullah,10:42,10:42,1.0,36.0
NG-5,Narayanganj Commuter-5,Narayanganj,Dhaka,,4.0,Pagla,10:49,10:49,1.0,36.0
NG-5,Narayanganj Commuter-5,Narayanganj,Dhaka,,5.0,Shampur Bareitola,10:54,10:54,1.0,36.0
NG-5,Narayanganj Commuter-5,Narayanganj,Dhaka,,6.0,Gandaria,10:59,10:59,1.0,36.0
NG-5,Narayanganj Commuter-5,Narayanganj,Dhaka,,7.0,Dhaka,11:04,,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,1.0,Dhaka,,09:15,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,2.0,Gandaria,09:25,09:25,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,3.0,Shampur Bareitola,09:31,09:31,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,4.0,Pagla,09:37,09:37,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,5.0,Fatullah,09:49,09:49,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,6.0,Chashara,10:00,10:00,1.0,36.0
NG-6,Narayanganj Commuter-6,Dhaka,Narayanganj,,7.0,Narayanganj,10:05,,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,1.0,Narayanganj,,13:35,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,2.0,Chashara,13:42,13:42,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,3.0,Fatullah,13:52,13:52,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,4.0,Pagla,13:59,13:59,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,5.0,Shampur Bareitola,14:04,14:04,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,6.0,Gandaria,14:14,14:14,1.0,36.0
NG-7,Narayanganj Commuter-7,Narayanganj,Dhaka,,7.0,Dhaka,14:25,,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,1.0,Dhaka,,12:25,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,2.0,Gandaria,12:35,12:35,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,3.0,Shampur Bareitola,12:41,12:41,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,4.0,Pagla,12:47,12:47,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,5.0,Fatullah,12:57,12:57,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,6.0,Chashara,13:07,13:07,1.0,36.0
NG-8,Narayanganj Commuter-8,Dhaka,Narayanganj,,7.0,Narayanganj,13:15,,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,1.0,Narayanganj,,15:55,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,2.0,Chashara,16:02,16:02,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,3.0,Fatullah,16:12,16:12,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,4.0,Pagla,16:19,16:19,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,5.0,Shampur Bareitola,16:24,16:24,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,6.0,Gandaria,16:34,16:34,1.0,36.0
NG-9,Narayanganj Commuter-9,Narayanganj,Dhaka,,7.0,Dhaka,16:45,,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,1.0,Dhaka,,14:45,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,2.0,Gandaria,14:55,14:55,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,3.0,Shampur Bareitola,15:01,15:01,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,4.0,Pagla,15:07,15:07,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,5.0,Fatullah,15:17,15:17,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,6.0,Chashara,15:28,15:28,1.0,36.0
NG-10,Narayanganj Commuter-10,Dhaka,Narayanganj,,7.0,Narayanganj,15:35,,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,1.0,Narayanganj,,18:20,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,2.0,Chashara,18:27,18:27,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,3.0,Fatullah,18:38,18:38,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,4.0,Pagla,18:45,18:45,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,5.0,Shampur Bareitola,18:50,18:50,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,6.0,Gandaria,19:02,19:02,1.0,36.0
NG-11,Narayanganj Commuter-11,Narayanganj,Dhaka,,7.0,Dhaka,19:15,,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,1.0,Dhaka,,17:05,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,2.0,Gandaria,17:15,17:15,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,3.0,Shampur Bareitola,17:21,17:21,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,4.0,Pagla,17:27,17:27,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,5.0,Fatullah,17:37,17:37,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,6.0,Chashara,17:48,17:48,1.0,36.0
NG-12,Narayanganj Commuter-12,Dhaka,Narayanganj,,7.0,Narayanganj,17:55,,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,1.0,Narayanganj,,20:45,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,2.0,Chashara,20:52,20:52,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,3.0,Fatullah,21:02,21:02,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,4.0,Pagla,21:09,21:09,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,5.0,Shampur Bareitola,21:14,21:14,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,6.0,Gandaria,21:24,21:24,1.0,36.0
NG-13,Narayanganj Commuter-13,Narayanganj,Dhaka,,7.0,Dhaka,21:35,,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,1.0,Dhaka,,19:35,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,2.0,Gandaria,19:45,19:45,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,3.0,Shampur Bareitola,19:51,19:51,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,4.0,Pagla,19:57,19:57,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,5.0,Fatullah,20:07,20:07,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,6.0,Chashara,20:18,20:18,1.0,36.0
NG-14,Narayanganj Commuter-14,Dhaka,Narayanganj,,7.0,Narayanganj,20:25,,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,1.0,Narayanganj,,23:05,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,2.0,Chashara,23:12,23:12,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,3.0,Fatullah,23:22,23:22,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,4.0,Pagla,23:29,23:29,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,5.0,Shampur Bareitola,23:34,23:34,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,6.0,Gandaria,23:44,23:44,1.0,36.0
NG-15,Narayanganj Commuter-15,Narayanganj,Dhaka,,7.0,Dhaka,23:55,,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,1.0,Dhaka,,21:55,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,2.0,Gandaria,22:05,22:05,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,3.0,Shampur Bareitola,22:11,22:11,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,4.0,Pagla,22:17,22:17,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,5.0,Fatullah,22:27,22:27,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,6.0,Chashara,22:38,22:38,1.0,36.0
NG-16,Narayanganj Commuter-16,Dhaka,Narayanganj,,7.0,Narayanganj,22:45,,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,1.0,Chattogram,,08:30,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,2.0,Jhautala,08:39,08:39,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,3.0,Chattogram Polytechnic,08:43,08:43,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,4.0,Sholoshahar Jn,08:50,08:50,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,5.0,Chattogram Cantonment,09:04,09:04,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,6.0,Chowdhury Hat,09:12,09:12,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,7.0,Fateyabad,09:20,09:20,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,8.0,Hathazari,09:32,09:32,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,9.0,Charia Madrasa,09:41,09:41,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,10.0,Sarkar Hat,09:49,09:49,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,11.0,Katirhat,10:02,10:02,1.0,36.0
221,Local Train,Chattogram,Nazirhat,,12.0,Nazirhat,10:10,,1.0,36.0
